day,avgTotal
2015-05-20  17:08,28.01599999999998
2015-05-20  17:09,27.91999999999999
2015-05-20  17:10,27.88799999999999
2015-05-20  17:11,27.903999999999986
2015-05-20  17:12,27.887999999999987
2015-05-20  17:13,27.855999999999995
2015-05-20  17:14,27.848000000000006
2015-05-20  17:15,27.8271186440678
2015-05-20  17:16,27.736000000000022
2015-05-20  17:17,27.78400000000001
2015-05-20  17:18,27.74400000000002
2015-05-20  17:19,27.74400000000001
2015-05-20  17:20,27.784000000000013
2015-05-20  17:21,27.728000000000023
2015-05-20  17:22,27.712000000000028
2015-05-20  17:23,27.770169491525447
2015-05-20  17:24,27.696000000000023
2015-05-20  17:25,27.703666666666688
2015-05-20  17:26,27.720000000000027
2015-05-20  17:27,27.736000000000015
2015-05-20  17:28,27.704000000000022
2015-05-20  17:29,27.695833333333358
2015-05-20  17:30,27.672000000000025
2015-05-20  17:31,27.656101694915286
2015-05-20  17:32,27.615333333333364
2015-05-20  17:33,27.54200000000003
2015-05-20  17:34,27.607333333333365
2015-05-20  17:35,27.623333333333367
2015-05-20  17:36,27.550166666666698
2015-05-20  17:37,27.550166666666698
2015-05-20  17:38,27.55677966101698
2015-05-20  17:39,27.444000000000027
2015-05-20  17:40,27.590833333333364
2015-05-20  17:41,27.607166666666696
2015-05-20  17:42,27.484833333333363
2015-05-20  17:43,27.460333333333363
2015-05-20  17:44,27.49283333333336
2015-05-20  17:45,27.41133333333336
2015-05-20  17:46,27.390847457627146
2015-05-20  17:47,27.403166666666696
2015-05-20  17:48,27.33783333333336
2015-05-20  17:49,27.43583333333336
2015-05-20  17:50,27.37050000000003
2015-05-20  17:51,27.346000000000025
2015-05-20  17:52,27.239833333333358
2015-05-20  17:53,27.21533333333336
2015-05-20  17:54,27.25796610169494
2015-05-20  17:55,27.264333333333358
2015-05-20  17:56,27.223500000000023
2015-05-20  17:57,27.248000000000026
2015-05-20  17:58,27.150000000000023
2015-05-20  17:59,27.174500000000023
2015-05-20  18:00,27.174500000000023
2015-05-20  18:01,27.20716666666669
2015-05-20  18:02,27.15000000000002
2015-05-20  18:03,27.190833333333362
2015-05-20  18:04,27.150000000000023
2015-05-20  18:05,27.109166666666688
2015-05-20  18:06,27.10100000000002
2015-05-20  18:07,27.125500000000027
2015-05-20  18:08,27.092833333333356
2015-05-20  18:09,27.060166666666692
2015-05-20  18:10,26.992203389830532
2015-05-20  18:11,26.91316666666669
2015-05-20  18:12,26.929500000000022
2015-05-20  18:13,26.97033333333336
2015-05-20  18:14,26.954000000000025
2015-05-20  18:15,26.97033333333336
2015-05-20  18:16,26.921333333333358
2015-05-20  18:17,26.905000000000022
2015-05-20  18:18,26.859322033898327
2015-05-20  18:19,26.87233333333335
2015-05-20  18:20,26.84783333333336
2015-05-20  18:21,26.856000000000027
2015-05-20  18:22,26.807000000000023
2015-05-20  18:23,26.839666666666687
2015-05-20  18:24,26.782500000000024
2015-05-20  18:25,26.784576271186463
2015-05-20  18:26,26.823333333333355
2015-05-20  18:27,26.82333333333336
2015-05-20  18:28,26.758000000000024
2015-05-20  18:29,26.74166666666669
2015-05-20  18:30,26.774333333333352
2015-05-20  18:31,26.700833333333357
2015-05-20  18:32,26.70900000000002
2015-05-20  18:33,26.792881355932227
2015-05-20  18:34,26.676333333333353
2015-05-20  18:35,26.758000000000024
2015-05-20  18:36,26.700833333333357
2015-05-20  18:37,26.61916666666669
2015-05-20  18:38,26.643666666666686
2015-05-20  18:39,26.668166666666693
2015-05-20  18:40,26.66000000000002
2015-05-20  18:41,26.626779661016972
2015-05-20  18:42,26.635500000000025
2015-05-20  18:43,26.59466666666669
2015-05-20  18:44,26.660000000000025
2015-05-20  18:45,26.651833333333354
2015-05-20  18:46,26.627333333333358
2015-05-20  18:47,26.651833333333354
2015-05-20  18:48,26.627333333333358
2015-05-20  18:49,26.62677966101697
2015-05-20  18:50,26.553833333333355
2015-05-20  18:51,26.553833333333355
2015-05-20  18:52,26.54566666666669
2015-05-20  18:53,26.513000000000023
2015-05-20  18:54,26.54566666666669
2015-05-20  18:55,26.382333333333353
2015-05-20  23:14,26.04750000000001
2015-05-20  08:37,24.84066666666669
2015-05-20  08:38,24.86516666666669
2015-05-20  08:39,24.81616666666669
2015-05-20  08:40,24.81616666666669
2015-05-20  08:41,24.848833333333356
2015-05-20  08:42,24.857000000000024
2015-05-20  08:43,24.86516666666669
2015-05-20  08:44,24.81796610169494
2015-05-20  08:45,24.881500000000024
2015-05-20  08:46,24.857000000000024
2015-05-20  08:47,24.88150000000002
2015-05-20  08:48,24.865166666666692
2015-05-20  08:49,24.889666666666688
2015-05-20  08:50,24.873333333333356
2015-05-20  08:51,24.914166666666688
2015-05-20  08:52,24.876101694915278
2015-05-20  08:53,24.889666666666688
2015-05-20  08:54,24.906000000000024
2015-05-20  08:55,24.857000000000024
2015-05-20  08:56,24.889666666666688
2015-05-20  08:57,24.963166666666687
2015-05-20  08:58,24.979500000000023
2015-05-20  08:59,24.914166666666688
2015-05-20  09:00,24.901016949152567
2015-05-20  09:01,24.90600000000002
2015-05-20  09:02,24.938666666666688
2015-05-20  09:03,24.889666666666688
2015-05-20  09:04,24.955000000000023
2015-05-20  09:05,24.889666666666688
2015-05-20  09:06,24.963166666666687
2015-05-20  09:07,24.906000000000024
2015-05-20  09:08,25.017288135593244
2015-05-20  09:09,24.963166666666687
2015-05-20  09:10,24.92233333333336
2015-05-20  09:11,25.01200000000002
2015-05-20  09:12,25.028500000000026
2015-05-20  09:13,25.03666666666669
2015-05-20  09:14,25.020333333333358
2015-05-20  09:15,25.01216666666669
2015-05-20  09:16,25.03389830508477
2015-05-20  09:17,25.053000000000022
2015-05-20  09:18,25.061000000000025
2015-05-20  09:19,25.069333333333358
2015-05-20  09:20,25.069166666666693
2015-05-20  09:21,25.061000000000025
2015-05-20  09:22,25.110000000000024
2015-05-20  09:23,25.118166666666692
2015-05-20  09:24,25.067118644067822
2015-05-20  09:25,25.15066666666669
2015-05-20  09:26,25.126500000000025
2015-05-20  09:27,25.085500000000025
2015-05-20  09:28,25.118333333333357
2015-05-20  09:29,25.126166666666688
2015-05-20  09:30,25.134333333333355
2015-05-20  09:31,25.150000000000027
2015-05-20  09:32,25.125833333333357
2015-05-20  09:33,25.13433333333336
2015-05-20  09:34,25.21516666666669
2015-05-20  09:35,25.159000000000027
2015-05-20  09:36,25.16733333333336
2015-05-20  09:37,25.13416666666669
2015-05-20  09:38,25.216000000000022
2015-05-20  09:39,25.166610169491552
2015-05-20  09:40,25.21500000000002
2015-05-20  09:41,25.215500000000024
2015-05-20  09:42,25.191500000000026
2015-05-20  09:43,25.231500000000025
2015-05-20  09:44,25.207500000000024
2015-05-20  09:45,25.199500000000025
2015-05-20  09:46,25.19966666666669
2015-05-20  09:47,25.232542372881383
2015-05-20  09:48,25.239666666666686
2015-05-20  09:49,25.256000000000025
2015-05-20  09:50,25.255500000000026
2015-05-20  09:51,25.28800000000002
2015-05-20  09:52,25.296000000000024
2015-05-20  09:53,25.272000000000023
2015-05-20  09:54,25.288000000000018
2015-05-20  09:55,25.28135593220341
2015-05-20  09:56,25.25600000000002
2015-05-20  09:57,25.280000000000022
2015-05-20  09:58,25.296000000000024
2015-05-20  09:59,25.312000000000026
2015-05-20  10:00,25.288000000000018
2015-05-20  10:01,25.28800000000002
2015-05-20  10:02,25.272000000000027
2015-05-20  10:03,25.305762711864425
2015-05-20  10:04,25.328000000000017
2015-05-20  10:05,25.296000000000024
2015-05-20  10:06,25.336000000000016
2015-05-20  10:07,25.312000000000022
2015-05-20  10:08,25.34400000000002
2015-05-20  10:09,25.368000000000016
2015-05-20  10:10,25.352000000000025
2015-05-20  10:11,25.33813559322035
2015-05-20  10:12,25.360000000000017
2015-05-20  10:13,25.36800000000002
2015-05-20  10:14,25.352000000000015
2015-05-20  10:15,25.36800000000002
2015-05-20  10:16,25.352000000000025
2015-05-20  10:17,25.40800000000002
2015-05-20  10:18,25.40000000000002
2015-05-20  10:19,25.378983050847484
2015-05-20  10:20,25.37600000000002
2015-05-20  10:21,25.36000000000002
2015-05-20  10:22,25.33600000000002
2015-05-20  10:23,25.41600000000001
2015-05-20  10:24,25.392000000000014
2015-05-20  10:25,25.416000000000015
2015-05-20  10:26,25.368000000000016
2015-05-20  10:27,25.378983050847474
2015-05-20  10:28,25.38400000000002
2015-05-20  10:29,25.360000000000014
2015-05-20  10:30,25.39200000000002
2015-05-20  10:31,25.480000000000015
2015-05-20  10:32,25.448000000000015
2015-05-20  10:33,25.376000000000023
2015-05-20  10:34,25.384000000000018
2015-05-20  10:35,25.378983050847474
2015-05-20  10:36,25.41600000000001
2015-05-20  10:37,25.392000000000028
2015-05-20  10:38,25.432000000000016
2015-05-20  10:39,25.456000000000017
2015-05-20  10:40,25.44800000000002
2015-05-20  10:41,25.472000000000012
2015-05-20  10:42,25.416000000000015
2015-05-20  10:43,25.38711864406782
2015-05-20  10:44,25.48800000000001
2015-05-20  10:45,25.392000000000014
2015-05-20  10:46,25.448000000000018
2015-05-20  10:47,25.42400000000002
2015-05-20  10:48,25.48800000000001
2015-05-20  10:49,25.47200000000002
2015-05-20  10:50,25.504000000000012
2015-05-20  10:51,25.419661016949163
2015-05-20  10:52,25.504000000000016
2015-05-20  10:53,25.520000000000014
2015-05-20  10:54,25.488000000000014
2015-05-20  10:55,25.456000000000014
2015-05-20  10:56,25.51200000000001
2015-05-20  10:57,25.432000000000016
2015-05-20  10:58,25.488000000000007
2015-05-20  10:59,25.427796610169512
2015-05-20  11:00,25.51200000000001
2015-05-20  11:01,25.464000000000016
2015-05-20  11:02,25.488000000000017
2015-05-20  11:03,25.480000000000015
2015-05-20  11:04,25.488000000000014
2015-05-20  11:05,25.512000000000008
2015-05-20  11:06,25.544000000000008
2015-05-20  11:07,25.484745762711878
2015-05-20  11:08,25.488000000000007
2015-05-20  11:09,25.520000000000017
2015-05-20  11:10,25.456000000000017
2015-05-20  11:11,25.50400000000001
2015-05-20  11:12,25.504000000000016
2015-05-20  11:13,25.496000000000013
2015-05-20  11:14,25.517288135593233
2015-05-20  11:15,25.528000000000013
2015-05-20  11:16,25.480000000000015
2015-05-20  11:17,25.488000000000014
2015-05-20  11:18,25.496000000000013
2015-05-20  11:19,25.464000000000016
2015-05-20  11:20,25.520000000000014
2015-05-20  11:21,25.496000000000013
2015-05-20  11:22,25.501016949152557
2015-05-20  11:23,25.504000000000016
2015-05-20  11:24,25.456000000000014
2015-05-20  11:25,25.440000000000015
2015-05-20  11:26,25.512000000000015
2015-05-20  11:27,25.464000000000016
2015-05-20  11:28,25.536166666666684
2015-05-20  11:29,25.512166666666683
2015-05-20  11:30,25.501016949152554
2015-05-20  11:31,25.488000000000014
2015-05-20  11:32,25.456000000000017
2015-05-20  11:33,25.49600000000002
2015-05-20  11:34,25.512000000000008
2015-05-20  11:35,25.53600000000001
2015-05-20  11:36,25.528000000000013
2015-05-20  11:37,25.544166666666676
2015-05-20  11:38,25.533559322033916
2015-05-20  11:39,25.536000000000012
2015-05-20  11:40,25.51200000000001
2015-05-20  11:41,25.560166666666678
2015-05-20  11:42,25.520000000000007
2015-05-20  11:43,25.58400000000001
2015-05-20  11:44,25.520000000000007
2015-05-20  11:45,25.52800000000001
2015-05-20  11:46,25.501016949152554
2015-05-20  11:47,25.56800000000001
2015-05-20  11:48,25.55200000000002
2015-05-20  11:49,25.53600000000001
2015-05-20  11:50,25.592000000000017
2015-05-20  11:51,25.552000000000014
2015-05-20  11:52,25.536000000000012
2015-05-20  11:53,25.544000000000004
2015-05-20  11:54,25.557966101694923
2015-05-20  11:55,25.528000000000016
2015-05-20  11:56,25.53600000000001
2015-05-20  11:57,25.552000000000014
2015-05-20  11:58,25.576166666666676
2015-05-20  11:59,25.528000000000013
2015-05-20  12:00,25.600166666666674
2015-05-20  12:01,25.576166666666676
2015-05-20  12:02,25.566271186440684
2015-05-20  12:03,25.600000000000005
2015-05-20  12:04,25.55216666666668
2015-05-20  12:05,25.62416666666667
2015-05-20  12:06,25.624166666666678
2015-05-20  12:07,25.58400000000001
2015-05-20  12:08,25.60800000000001
2015-05-20  12:09,25.616000000000017
2015-05-20  12:10,25.623220338983057
2015-05-20  12:11,25.616666666666678
2015-05-20  12:12,25.640666666666675
2015-05-20  12:13,25.608000000000008
2015-05-20  12:14,25.640333333333345
2015-05-20  12:15,25.60816666666668
2015-05-20  12:16,25.576000000000008
2015-05-20  12:17,25.63216666666668
2015-05-20  12:18,25.598644067796616
2015-05-20  12:19,25.576166666666676
2015-05-20  12:20,25.584166666666682
2015-05-20  12:21,25.608000000000008
2015-05-20  12:22,25.61633333333334
2015-05-20  12:23,25.640333333333338
2015-05-20  12:24,25.648166666666675
2015-05-20  12:25,25.600166666666674
2015-05-20  12:26,25.67237288135594
2015-05-20  12:27,25.624333333333343
2015-05-20  12:28,25.632333333333342
2015-05-20  12:29,25.680500000000006
2015-05-20  12:30,25.656333333333343
2015-05-20  12:31,25.616333333333337
2015-05-20  12:32,25.65666666666668
2015-05-20  12:33,25.6313559322034
2015-05-20  12:34,25.672666666666675
2015-05-20  12:35,25.648166666666675
2015-05-20  12:36,25.664333333333342
2015-05-20  12:37,25.656333333333347
2015-05-20  12:38,25.680500000000006
2015-05-20  12:39,25.721166666666672
2015-05-20  12:40,25.68833333333334
2015-05-20  12:41,25.672372881355937
2015-05-20  12:42,25.704666666666675
2015-05-20  12:43,25.68050000000001
2015-05-20  12:44,25.656333333333343
2015-05-20  12:45,25.696500000000007
2015-05-20  12:46,25.704666666666675
2015-05-20  12:47,25.713000000000008
2015-05-20  12:48,25.68033333333334
2015-05-20  12:49,25.721694915254243
2015-05-20  12:50,25.68850000000001
2015-05-20  12:51,25.672333333333338
2015-05-20  12:52,25.664333333333346
2015-05-20  12:53,25.704833333333344
2015-05-20  12:54,25.721166666666672
2015-05-20  12:55,25.737500000000008
2015-05-20  12:56,25.712666666666674
2015-05-20  12:57,25.721694915254243
2015-05-20  12:58,25.720833333333342
